path_no,x(m),y(m)
18,-10.1854559403597,28.4418532534946
19,-10.1854532901383,28.4418523464636
20,-10.1854506396759,28.4418514393436
21,-10.1854479889729,28.441850532135
22,-10.1854453380322,28.4418496248386
23,-10.1854426868514,28.4418487174537
24,-10.1854400354305,28.4418478099804
25,-10.1854373837693,28.4418469024186
26,-10.185434731868,28.4418459947684
27,-10.1854320797265,28.4418450870297
28,-10.1854294273447,28.4418441792027
29,-10.1854267747216,28.4418432712868
30,-10.185424121855,28.4418423632816
31,-10.1854214687471,28.4418414551878
32,-10.1854188153978,28.4418405470053
33,-10.1854161618072,28.4418396387342
34,-10.1854135079751,28.4418387303745
35,-10.1854108539017,28.4418378219262
36,-10.1854081995869,28.4418369133893
37,-10.1854055450306,28.4418360047638
38,-10.1854028902325,28.4418350960497
39,-10.1854002351928,28.4418341872469
40,-10.1853975799115,28.4418332783556
41,-10.1853949243887,28.4418323693757
42,-10.1853922686241,28.4418314603072
43,-10.185389612618,28.4418305511502
44,-10.1853869563702,28.4418296419047
45,-10.1853842998807,28.4418287325706
46,-10.1853816431496,28.441827823148
47,-10.1853789861767,28.441826913637
48,-10.1853763289642,28.4418260040389
49,-10.1853736715136,28.4418250943592
50,-10.1853710138216,28.4418241845977
51,-10.185368355888,28.4418232747544
52,-10.1853656977128,28.4418223648293
53,-10.185363039296,28.4418214548225
54,-10.185360380637,28.4418205447336
55,-10.1853577217351,28.4418196345625
56,-10.1853550625893,28.4418187243089
57,-10.1853524032009,28.4418178139732
58,-10.18534974357,28.4418169035555
59,-10.1853470836964,28.4418159930556
60,-10.1853444235803,28.4418150824737
61,-10.1853417632215,28.4418141718098
62,-10.18533910262,28.4418132610638
63,-10.1853364417759,28.4418123502358
64,-10.1853337806891,28.4418114393257
65,-10.1853311193595,28.4418105283337
66,-10.1853284577872,28.4418096172596
67,-10.1853257959722,28.4418087061036
68,-10.1853231339162,28.4418077948669
69,-10.1853204716226,28.4418068835559
70,-10.1853178090869,28.4418059721701
71,-10.1853151463092,28.4418050607093
72,-10.1853124832899,28.441804149174
73,-10.1853098200296,28.4418032375643
74,-10.1853071565275,28.4418023258802
75,-10.1853044927836,28.4418014141214
76,-10.1853018287979,28.4418005022883
77,-10.1852991645703,28.4417995903806
78,-10.1852965001009,28.4417986783984
79,-10.1852938353897,28.4417977663418
80,-10.1852911704365,28.4417968542107
81,-10.1852885052415,28.4417959420052
82,-10.1852858398046,28.4417950297252
83,-10.1852831741257,28.4417941173709
84,-10.1852805082049,28.4417932049421
85,-10.1852778420421,28.4417922924389
86,-10.1852751756374,28.4417913798614
87,-10.1852725089906,28.4417904672095
88,-10.1852698421019,28.4417895544832
89,-10.1852671749712,28.4417886416826
90,-10.1852645075984,28.4417877288076
91,-10.1852618399835,28.4417868158583
92,-10.1852591721266,28.4417859028347
93,-10.1852565040276,28.4417849897368
94,-10.1852538356865,28.4417840765646
95,-10.1852511671033,28.4417831633181
96,-10.185248498278,28.4417822499973
97,-10.1852458292105,28.4417813366023
98,-10.1852431599009,28.4417804231331
99,-10.185240490346,28.4417795095886
100,-10.1852378205474,28.4417785959693
101,-10.1852351505055,28.4417776822756
102,-10.1852324802204,28.4417767685073
103,-10.185229809692,28.4417758546645
104,-10.1852271389204,28.4417749407472
105,-10.1852244679055,28.4417740267554
106,-10.1852217966474,28.4417731126891
107,-10.1852191251459,28.4417721985484
108,-10.1852164534011,28.4417712843332
109,-10.1852137814128,28.4417703700435
110,-10.1852111091809,28.4417694556792
111,-10.1852084367055,28.4417685412403
112,-10.1852057639866,28.4417676267269
113,-10.1852030910242,28.4417667121389
114,-10.1852004178183,28.4417657974765
115,-10.1851977443689,28.4417648827395
116,-10.1851950706759,28.441763967928
117,-10.1851923967394,28.441763053042
118,-10.1851897225593,28.4417621380815
119,-10.1851870481365,28.4417612230473
120,-10.1851843734715,28.441760307943
121,-10.1851816985626,28.4417593927688
122,-10.1851790234097,28.4417584775248
123,-10.1851763480128,28.4417575622109
124,-10.185173672372,28.4417566468271
125,-10.1851709964873,28.4417557313735
126,-10.1851683203585,28.4417548158502
127,-10.1851656439857,28.441753900257
128,-10.1851629673689,28.441752984594
129,-10.1851602905081,28.4417520688613
130,-10.1851576134032,28.4417511530588
131,-10.1851549360542,28.4417502371865
132,-10.1851522584612,28.4417493212445
133,-10.185149580624,28.4417484052328
134,-10.1851469025428,28.4417474891513
135,-10.1851442242174,28.4417465730001
136,-10.1851415456478,28.4417456567793
137,-10.1851388668342,28.4417447404887
138,-10.1851361877763,28.4417438241285
139,-10.1851335084742,28.4417429076986
140,-10.185130828928,28.4417419911991
141,-10.18512814914,28.4417410746323
142,-10.1851254691094,28.4417401580012
143,-10.1851227888348,28.4417392413056
144,-10.1851201083161,28.4417383245453
145,-10.1851174275534,28.4417374077205
146,-10.1851147465466,28.4417364908312
147,-10.1851120652958,28.4417355738773
148,-10.1851093838009,28.4417346568588
149,-10.1851067020619,28.4417337397759
150,-10.1851040200787,28.4417328226284
151,-10.1851013378515,28.4417319054164
152,-10.1850986553801,28.4417309881399
153,-10.1850959726645,28.441730070799
154,-10.1850932897048,28.4417291533936
155,-10.1850906065009,28.4417282359237
156,-10.1850879230528,28.4417273183894
157,-10.1850852393605,28.4417264007907
158,-10.185082555424,28.4417254831275
159,-10.1850798712432,28.4417245653999
160,-10.1850771868181,28.4417236476079
161,-10.1850745021488,28.4417227297515
162,-10.1850718172352,28.4417218118308
163,-10.1850691320774,28.4417208938457
164,-10.1850664466753,28.4417199757963
165,-10.1850637610288,28.4417190576826
166,-10.185061075138,28.4417181395047
167,-10.1850583890029,28.4417172212624
168,-10.1850557026234,28.4417163029558
169,-10.1850530159995,28.4417153845849
170,-10.1850503291277,28.4417144661487
171,-10.1850476420104,28.4417135476478
172,-10.1850449546476,28.4417126290824
173,-10.1850422670395,28.4417117104524
174,-10.1850295557396,28.4394412355929
175,-10.1849805059734,28.4286956477404
176,-10.1848938257069,28.4103416907895
177,-10.1847869926834,28.3888619404933
178,-10.1846328104189,28.3642667779053
179,-10.1844753210356,28.3382477959998
180,-10.1843542759918,28.3121444044248
181,-10.1842569082816,28.286176722881
182,-10.1841710013658,28.2602473522807
183,-10.1841226994179,28.2342256024048
184,-10.1841038583206,28.2081280443865
185,-10.1840846003241,28.1821701829566
186,-10.1840591966286,28.1562468250103
187,-10.1840330097735,28.1302303964282
188,-10.1840105943702,28.1041357655341
189,-10.1839859449913,28.0781805044071
190,-10.1839548997754,28.0522561534582
191,-10.1839230590422,28.0262387094802
192,-10.1838952117789,28.0001440292576
193,-10.18386424555,27.9741914134385
194,-10.1838271118423,27.9482658539986
195,-10.1837892610453,27.9222471143136
196,-10.1837333729011,27.8961664601723
197,-10.1835785279664,27.8702402898125
198,-10.1833226260367,27.8443417890914
199,-10.1829882824753,27.8183381074755
200,-10.182591481352,27.7922586528504
201,-10.1821220544286,27.7663119040061
202,-10.1815453881516,27.7404373303181
