0,training,0.051489640539803365,0.00019073323330562417,0.0005649543543724696,0.003440739637938111
1,training,0.051489640539803365,0.00019073323330562417,0.0005649543543724696,0.003440739637938111
2,training,0.031210223169209957,0.009204011163100854,0.000602266164214628,0.003671117480853265
3,training,0.02858355374254296,0.04413579234216977,0.0007625283449071763,0.00401830836140082
4,training,0.032297978864856976,0.0824211248141796,0.0010720771922090246,0.01954597053930341
5,training,0.0245417310247943,0.12076609534479506,0.0027533643444122144,0.07180977541830283
6,training,0.010564025417140414,0.15990559335645546,0.006968451164122707,0.14319068148814654
7,training,0.00904096590349521,0.19869574463123713,0.013968977731331596,0.21224796441238933
8,training,0.003906745065170097,0.2369234870680997,0.02340146209579521,0.26561825487136287
9,training,0.015752843317773758,0.2751066745259205,0.03456834549421148,0.300920641590013
10,training,0.020963210705549493,0.31289743558172134,0.04690064347127214,0.3294214052869197
11,training,0.020289645021328104,0.35033703723971016,0.060166019883243,0.34995454836713297
12,training,0.020964604710687076,0.38782834674404926,0.07423123322912947,0.36975669527666144
13,training,0.02680607562981117,0.4246529993623805,0.0889258054606879,0.3879353992481583
14,training,0.03449001020092671,0.4615312929589391,0.10425836333420184,0.3981334866718177
15,training,0.032984000297434875,0.49842233011999937,0.11988318845324006,0.40234181723374957
16,training,0.029679990564589896,0.5350383551687573,0.13551928349221778,0.4029735618253923
17,training,0.03032777731072025,0.5719857321560634,0.15120493946473051,0.39917433230895216
18,training,0.022928666604578075,0.6087587762665061,0.16658271623904866,0.3918141504268052
19,training,0.02151353756888682,0.6458054339462475,0.18169059455943945,0.3825144492634727
20,training,0.02329766550209146,0.6831865987478158,0.1965251153403648,0.37332469231400206
21,training,0.023611714993563456,0.7203416673722497,0.21091544838268017,0.36602902060221437
22,training,0.024520908253812708,0.7578470471371961,0.2251610303497025,0.3597662202881673
23,training,0.02057097664463525,0.7953420466958107,0.23912977025329102,0.35380405480033195
24,training,0.02444670678619488,0.8328529333528725,0.25285025574777065,0.3472748009040053
25,training,0.020512619202860245,0.8707104338887752,0.2664015132277471,0.34033387336534304
26,training,0.0220665656664271,0.9083172812877064,0.27961841999417303,0.336519690925081
27,training,0.0245482275181001,0.9460967503333172,0.2928280610573239,0.3375857705749454
28,training,0.025132914869940938,0.9838923771958206,0.30613667153596175,0.33860302295584793
29,training,0.031044133375413115,1.0215597593333952,0.3193054003223341,0.3316116078196583
30,training,0.029202429175219778,1.0596249304490473,0.3322085535053924,0.3234048061165508
31,training,0.02906528153781699,1.0974566884608703,0.3448216227314419,0.3213120106695986
32,training,0.027221166457030748,1.1354184424119789,0.35741812819055807,0.31744179045339743
33,training,0.01900921826513968,1.1736236414300778,0.36978963627576683,0.30809635316634815
34,training,0.015238600764781883,1.2116979755115418,0.38168711024190366,0.2987437012504712
35,training,0.012119654463979303,1.2500694296644337,0.3933853320045648,0.29361001522898916
36,training,0.028938132189004803,1.2883110762662526,0.404894122383632,0.2900000396085111
37,training,0.03698056137702773,1.3266365550197599,0.41620197702614903,0.28318750367671447
38,training,0.03962350700419021,1.365162508975994,0.4273011655429863,0.2798278068618767
39,training,0.030409472913280472,1.4034482222606373,0.4383282497820676,0.2808895194658381
40,training,0.022946822160415648,1.4419197903695038,0.4494348463792863,0.27958869057252866
41,training,0.012288434517856755,1.4803633291950902,0.46041585255197837,0.2762536034998181
42,training,0.00971627834135417,1.5187854164221934,0.4711953934011503,0.27127900067192295
43,training,0.007334910678979537,1.5574291676988696,0.48190379806878997,0.2706149909536455
44,training,0.02035810293881761,1.5958071996103003,0.49261689791025837,0.2723474386737002
45,training,0.030074293112611818,1.6343220574166566,0.5033670412936628,0.27172623392087464
46,training,0.04376698760669164,1.6728710543736551,0.5141201974641456,0.27327740177891774
47,training,0.04580881578685052,1.7112246598966694,0.5249212390365181,0.2755315034296761
48,training,0.04522619935997602,1.749770191340245,0.5358714868450848,0.27795794146695524
49,training,0.04194402018696928,1.7880901477734317,0.5468890917850012,0.28102023509015667
50,training,0.03642254209686232,1.8264368248178178,0.557997368140664,0.2832271905583134
51,training,0.03642254209686232,1.8648788157155658,0.5692357624918791,0.28521087342671503
52,training,0.03642254209686232,1.9031353896180903,0.5804606232129998,0.28458945099534866
53,training,0.03642254209686232,1.9415804302693092,0.5916854831342226,0.28349012281631725
54,training,0.03642254209686232,1.9799420294681669,0.602867684249077,0.28334995056690815
55,training,0.03642254209686232,2.0182644118383655,0.6139829433048488,0.2807251309379186
56,training,0.03642254209686232,2.056840756186166,0.6250246767238061,0.27657555130517786
57,training,0.03642254209686232,2.0952044736976663,0.6358554209578131,0.2726764819215588
58,training,0.03642254209686232,2.1337794130006995,0.6465335712741382,0.2671855217921688
59,training,0.03642254209686232,2.1723869596613827,0.6570274856122206,0.26422450367460687
60,training,0.03642254209686232,2.1916238215735278,0.6622226790248351,0.262806725209516
